,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,22.054546484375,22.981420703125,8.888130859375,47.24372041680939,49.063646432914936,24.50229842021975,5.72683374666722,0.9990740134195998,0.873604609764696,2.4255566307734266
1,13.787383535879629,15.80065357349537,6.862665292245371,45.718242261270845,51.14861508975626,24.78815656027357,12.847651941284413,0.9922639120302262,0.9314420387256732,1.4875970277621955
2,10.569113136574074,11.826785300925925,5.232757884837963,33.90350944497776,37.08911923684961,20.1475627682423,11.36438653532325,0.9972225264581053,0.9321942624618405,1.5633553720255398
3,10.3070796875,11.2620953125,3.77188359375,32.32970889237212,34.55159089522384,19.558942478415073,20.671342510132774,0.9959959129573646,0.9061570034699675,1.770618258050877
4,11.133448828125,12.748890625,3.37955234375,30.61855446846563,33.724154993406245,19.984904815562757,14.40631859646096,0.9982101454694976,0.8837191769832875,2.1426710645678573
5,24.70868203125,26.154559765625,8.863601953125,53.02335384140729,55.309833868914986,36.35680214718676,2.101471099285787,0.9996972949635379,0.9104061948674841,2.767980515881128
6,44.611240625,46.359728515625,18.585848046875,62.48627502843805,64.37532213879142,30.63441633992474,3.234050225934185,0.9996098637196316,0.8708214456802017,3.7998761430139516
7,35.5017171875,36.378778515625,18.614903125,63.099917128174695,64.2854380857981,35.95452792795179,3.2451717818599293,0.9993966941538849,0.8907080256385449,2.9947480991930395
8,28.078808203125,30.372409765625,4.019880078125,51.97362362717262,55.4883668166769,22.006035955036715,2.6734224182875397,0.9996594288787356,0.911645382476884,2.8133792979018697
9,16.74979765625,17.490813671875,4.5452015625,42.44829247382558,43.8498828300045,19.779645348185483,3.339461238501745,0.9993721054524864,0.9489336471560684,1.7239872192756425
10,21.335896875,22.15226015625,4.17632578125,47.18736484095212,48.462016074458326,19.851720481959887,3.4462685364078984,0.9994529402907516,0.9219214551720929,2.1854324907320075
11,12.52631484375,13.3934390625,7.29185859375,36.077273389008326,37.91322069358325,26.19565423104574,6.247887879045436,0.998841952229359,0.9389919150875227,1.7320529882356857
12,9.417446484375,10.30495234375,3.883194921875,31.663504730084107,33.900561944631406,20.76160234578125,7.3038119721553425,0.998354852129567,0.9492553899597915,1.3779077319510606
13,11.81537181712963,12.103453776041667,7.051847873263889,43.263971751321385,43.467721851524225,35.38902995781786,13.67559295380364,0.9966124283443971,0.9351121269306488,1.5324473121533444
14,22.676623046875,23.661118359375,13.060465234375,52.07463237615615,53.207210664115095,40.207034062413236,4.422385048433081,0.9992578893603232,0.914916045927814,2.4248475753584424
15,22.518593359375,28.1817640625,3.266566796875,35.48193284184552,42.65254632398086,18.954476516997996,7.02941038681002,0.9995381168393458,0.8699257092750913,3.6617374123629034
16,9.814473046875,11.053423828125,2.753131640625,30.130785136680206,33.28118281971005,15.729392550175445,6.9674036829249735,0.9986904281739681,0.9526101562080048,1.4430214596354787
17,11.348108984375,12.79948359375,5.377633203125,33.94494079655864,37.68780705988776,20.923662437645152,5.664733089561919,0.9987544344870745,0.9464859516779587,1.4890488932304566
18,20.376440625,22.73788046875,9.158067578125,47.43703172811929,51.171207339077306,35.0093408544437,5.837444254497612,0.9990773019490437,0.9076846688864103,2.4269843458634868
19,47.8717921875,57.754433984375,30.763858203125,55.15338760510829,65.29657898703496,37.27690249091781,4.29602693487878,0.9995654570553216,0.7840934326459078,4.863725494803953
20,30.570982421875,38.460344140625,17.544475390625,41.708054637588106,50.788134603225174,26.412009742887392,6.2836300709607436,0.9995235067908006,0.8234363461385201,4.086287467377399
21,32.695579296875,40.5947375,19.28877890625,45.44592160938244,53.24612986781146,32.85490932721555,6.787143213152391,0.9995017341289023,0.8066206003061924,4.38308895156964
22,10.109008984375,11.16223828125,3.485523046875,32.073323323198835,34.686538295084276,19.67081371709946,7.65738731487609,0.9984351986479172,0.9458785128305887,1.462287788291232
23,68.49881875,75.88453854166667,53.1779140625,89.01007472624275,97.07672248721605,70.95520625001528,11.078775764610757,0.9966511845819985,0.7331197716785425,5.278508952935482
24,7.073396990740741,8.601491608796296,3.002318793402778,23.73427093745826,27.334403316893763,15.566370931714616,10.36337599459067,0.9983756538616702,0.9381185465977775,1.4968088492038611
25,28.48227109375,32.4011546875,12.631319140625,52.11880930472349,56.70180307355046,38.83427585348484,3.7795938041814745,0.9996312522568721,0.8663100961878627,3.4417761301089866
